Name,EP,P1,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,Lineup (?),ML,OU,Value.y,EPRWire,EP_Avg,date,P2,Mins,Lineup,dkp.x,gid,last_first,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp.y,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total
Tyson Chandler,26.31,C,NY,Pho,24.719,Pho,NY,Tyson Chandler (7943041),4900,5.36938775510204,PHO,NYK,C,NA,110,219.0,4.69,22.981000000000005,25.71298,2016-12-13,NA,24,NA,NA,3307,"Chandler, Tyson",pho,nyk,H,20161213-nyk-pho,21.0,113,111,1,41.2666666666667,1,1,42.6,46.25,46.0,42.6,13pt 23rb 1st 1bl 2to 5-8fg 3-3ft,1,0,5300,400, 4900,400, 9500,-900,15,0,5,5,5,5,NA,Suns,home,Knicks,2.0,219.0
Marquese Chriss,13.58,PF,NY,Pho,12.385,Pho,NY,Marquese Chriss (7943015),3000,4.526666666666666,PHO,NYK,PF,NA,110,219.0,4.23,12.690000000000001,14.234549999999999,2016-12-13,NA,17,NA,NA,4952,"Chriss, Marquese",pho,nyk,H,20161213-nyk-pho,21.0,113,111,1,31.3833333333333,1,1,31.4,34.5,33.75,31.9,14pt 12rb 1st 1bl 1to 1trey 5-12fg 3-3ft,1,0,3500,0, 3000,0, 5000,0,10,0,4,4,4,4,NA,Suns,home,Knicks,2.0,219.0
Leandro Barbosa,20.86,PG,NY,Pho,11.522,Pho,NY,Leandro Barbosa (7942841),3300,6.32121212121212,PHO,NYK,PG,NA,110,219.0,2.52,8.316,14.57786,2016-12-13,NA,14,NA,NA,3514,"Barbosa, Leandro",pho,nyk,H,20161213-nyk-pho,21.0,113,111,0,18.2,1,1,10.6,11.25,10.75,10.6,6pt 3rb 1bl 1to 3-5fg,0,0,3800,0, 3300,200, 5000,0,10,0,2,12,12,1,NA,Suns,home,Knicks,2.0,219.0
Andre Roberson,21.09,SG,OKC,Por,19.417,OKC,Por,Andre Roberson (7942896),4500,4.6866666666666665,OKC,@POR,SG,NA,100,218.0,3.75,16.875,20.35902,2016-12-13,NA,30,NA,NA,4559,"Roberson, Andre",okc,por,A,20161213-okc-por,22.5,95,114,1,31.1333333333333,1,1,17.3,19.0,18.5,17.8,7pt 4rb 1as 2st 1bl 2to 1trey 3-7fg,0,0,4000,-100, 4500,200, 6700,-900,13,0,3,23,23,3,NA,Thunder,away,Trailblazers,2.5,217.5
Steven Adams,27.74,C,OKC,Por,25.781,OKC,Por,Steven Adams (7943040),5300,5.233962264150943,OKC,@POR,C,NA,100,218.0,5.04,26.712,27.61649,2016-12-13,NA,30,NA,NA,4574,"Adams, Steven",okc,por,A,20161213-okc-por,22.5,95,114,1,26.2166666666667,1,1,24.3,26.5,25.25,24.3,14pt 4rb 1as 4st 4to 6-10fg 2-3ft,0,0,5300,200, 5300,300,11250,500,19,0,5,5,5,5,NA,Thunder,away,Trailblazers,2.5,217.5
Victor Oladipo,23.16,SG,OKC,Por,28.5,OKC,Por,Victor Oladipo (7942917),5900,3.9254237288135587,OKC,@POR,SG,NA,100,218.0,5.04,29.736,28.37164,2016-12-13,NA,36,NA,NA,4627,"Oladipo, Victor",okc,por,A,20161213-okc-por,22.5,95,114,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,6000,-300, 5900,-300,12750,1300,26,0,2,2,12,2,NA,Thunder,away,Trailblazers,2.5,217.5
Russell Westbrook,68.4,PG,OKC,Por,65.469,OKC,Por,Russell Westbrook (7942866),12700,5.3858267716535435,OKC,@POR,PG,NA,100,218.0,4.63,58.801,64.17258,2016-12-13,NA,36,NA,NA,4079,"Westbrook, Russell",okc,por,A,20161213-okc-por,22.5,95,114,1,27.35,1,1,33.2,36.0,34.0,34.2,20pt 6rb 6as 3to 2trey 7-19fg 4-4ft,0,0,12600,0,12700,300,25000,1650,60,1,1,1,1,1,NA,Thunder,away,Trailblazers,2.5,217.5
Mindaugas Kuzminskas,9.23,SF,NY,Pho,8.7,NY,Pho,Mindaugas Kuzminskas (7942967),3000,3.0766666666666667,NYK,@PHO,SF,NA,-130,219.0,2.98,8.94,10.461699999999999,2016-12-13,NA,12,NA,NA,5014,"Kuzminskas, Mindaugas",nyk,pho,A,20161213-nyk-pho,21.0,111,113,0,4.06666666666667,1,1,1.0,1.0,0.0,1.0,1pt 0-3fg 1-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,3,3,NA,Knicks,away,Suns,-2.0,219.0
Kevon Looney,8.98,PF,GS,NO,8.381,GS,NO,Kevon Looney (7943005),3000,2.9933333333333336,GSW,@NO,PF,NA,-700,224.5,5.25,15.75,12.23831,2016-12-13,NA,19,NA,NA,4820,"Looney, Kevon",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,3.76666666666667,1,1,0.2,0.75,0.75,0.2,0pt 1rb 1to,0,0,3500,0, 3000,0, 5000,0,10,0,4,4,4,4,NA,Warriors,away,Pelicans,-10.5,224.5
JaVale McGee,9.53,C,GS,NO,9.119,GS,NO,JaVale McGee (7943032),3000,3.1766666666666667,GSW,@NO,C,NA,-700,224.5,2.07,6.209999999999999,9.9227899999999991,2016-12-13,NA,5,NA,NA,4114,"McGee, JaVale",gsw,nor,A,20161213-gsw-nor,20.0,113,109,1,16.0833333333333,1,1,15.0,15.25,14.75,15.0,9pt 5rb 4-5fg 1-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,5,5,5,5,NA,Warriors,away,Pelicans,-10.5,224.5
Evan Fournier,28.66,SG,Orl,Atl,27.54,Orl,Atl,Evan Fournier (7942900),5700,5.028070175438597,ORL,@ATL,SG,NA,315,204.0,3.92,22.344,27.31936,2016-12-13,NA,34,NA,NA,4468,"Fournier, Evan",orl,atl,A,20161213-orl-atl,19.5,131,120,1,32.9,1,1,38.0,38.5,37.75,38.5,23pt 6as 2st 1bl 1trey 11-15fg 0-1ft,0,0,5500,200, 5700,400,11650,-200,22,0,2,2,23,2,NA,Magic,away,Hawks,7.5,204.0
DeAndre Liggins,9.51,SG,Mem,Cle,7.214,Cle,Mem,DeAndre Liggins (7942910),3000,3.17,CLE,MEM,SG,NA,-2500,202.5,2.49,7.470000000000001,9.50174,2016-12-13,NA,15,NA,NA,4362,"Liggins, DeAndre",cle,mem,H,20161213-mem-cle,19.0,103,86,1,32.3166666666667,1,1,20.0,21.25,19.75,20.5,3pt 5rb 4as 2st 1bl 1to 1trey 1-7fg 0-2ft,0,0,3500,0, 3000,0, 5000,0,10,0,2,2,23,2,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Mike Dunleavy,8.6,SG,Mem,Cle,8.294,Cle,Mem,Mike Dunleavy (7942889),3000,2.8666666666666667,CLE,MEM,SG,NA,-2500,202.5,1.36,4.08,8.715739999999998,2016-12-13,NA,10,NA,NA,3404,"Dunleavy, Mike",cle,mem,H,20161213-mem-cle,19.0,103,86,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,0, 3000,0, 5000,0,10,0,3,23,23,2,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Richard Jefferson,8.89,SF,Mem,Cle,10.0,Cle,Mem,Richard Jefferson (7942955),3000,2.9633333333333334,CLE,MEM,SF,NA,-2500,202.5,2.65,7.95,10.6158,2016-12-13,NA,20,NA,NA,3311,"Jefferson, Richard",cle,mem,H,20161213-mem-cle,19.0,103,86,0,16.7,1,1,3.9,5.0,4.5,3.9,2pt 2rb 1as 2to 1-3fg,0,0,3500,0, 3000,0, 5000,0,10,0,3,3,23,3,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Serge Ibaka,28.02,PF,Orl,Atl,29.08,Orl,Atl,Serge Ibaka (7942979),6400,4.378125,ORL,@ATL,PF,NA,315,204.0,5.02,32.12799999999999,30.615319999999997,2016-12-13,NA,36,NA,NA,4104,"Ibaka, Serge",orl,atl,A,20161213-orl-atl,19.5,131,120,1,32.3,1,1,37.6,39.75,40.0,39.6,29pt 3rb 2as 1st 4trey 11-18fg 3-3ft,0,0,6200,0, 6400,400,12600,300,27,0,4,45,45,4,NA,Magic,away,Hawks,7.5,204.0
Elfrid Payton,23.72,PG,Orl,Atl,26.06,Orl,Atl,Elfrid Payton (7942846),4700,5.046808510638298,ORL,@ATL,PG,NA,315,204.0,5.26,24.722,26.06838,2016-12-13,NA,27,NA,NA,4699,"Payton, Elfrid",orl,atl,A,20161213-orl-atl,19.5,131,120,0,35.2833333333333,1,1,50.6,54.75,55.5,52.1,26pt 3rb 14as 1st 2to 3trey 9-12fg 5-7ft,1,0,5100,-300, 4700,100,10700,0,19,0,1,1,1,1,NA,Magic,away,Hawks,7.5,204.0
D.J. Augustin,21.81,PG,Orl,Atl,16.64,Orl,Atl,D.J. Augustin (7942844),3900,5.592307692307692,ORL,@ATL,PG,NA,315,204.0,3.91,15.249,18.94331,2016-12-13,NA,23,NA,NA,4078,"Augustin, D.J.",orl,atl,A,20161213-orl-atl,19.5,131,120,1,14.8333333333333,1,1,7.5,8.0,7.75,8.0,3pt 3as 1trey 1-4fg,0,0,3900,100, 3900,200, 7300,100,10,0,1,1,1,1,NA,Magic,away,Hawks,7.5,204.0
Jodie Meeks,13.57,SG,Orl,Atl,14.333,Orl,Atl,Jodie Meeks (7942898),3000,4.523333333333333,ORL,@ATL,SG,NA,315,204.0,3.36,10.08,14.273629999999999,2016-12-13,NA,18,NA,NA,4183,"Meeks, Jodie",orl,atl,A,20161213-orl-atl,19.5,131,120,0,26.3833333333333,1,1,29.8,33.0,33.75,31.8,20pt 4rb 2as 2st 2to 4trey 7-10fg 2-4ft,0,0,3500,0, 3000,0, 5000,0,10,0,2,2,2,2,NA,Magic,away,Hawks,7.5,204.0
Jeff Green,18.2,SF,Orl,Atl,16.635,Orl,Atl,Jeff Green (7942923),3900,4.666666666666666,ORL,@ATL,SF,NA,315,204.0,4.3,16.77,18.40765,2016-12-13,NA,25,NA,NA,3992,"Green, Jeff",orl,atl,A,20161213-orl-atl,19.5,131,120,0,30.8333333333333,1,1,19.3,21.5,20.0,19.8,16pt 4rb 1as 3to 1trey 6-14fg 3-3ft,0,0,3700,0, 3900,200, 6800,-150,10,0,3,34,23,3,NA,Magic,away,Hawks,7.5,204.0
Bismack Biyombo,23.82,C,Orl,Atl,20.396,Orl,Atl,Bismack Biyombo (7943021),5200,4.580769230769231,ORL,@ATL,C,NA,315,204.0,5.26,27.352,24.53584,2016-12-13,NA,33,NA,NA,4458,"Biyombo, Bismack",orl,atl,A,20161213-orl-atl,19.5,131,120,1,32.6333333333333,1,1,25.8,26.75,26.25,25.8,7pt 9rb 2as 3bl 1to 3-4fg 1-2ft,0,0,4800,400, 5200,400, 9100,200,14,0,5,5,45,5,NA,Magic,away,Hawks,7.5,204.0
Aaron Gordon,21.11,SF,Orl,Atl,20.62,Orl,Atl,Aaron Gordon (7942924),4300,4.909302325581395,ORL,@ATL,SF,NA,315,204.0,5.25,22.575,22.51065,2016-12-13,NA,25,NA,NA,4705,"Gordon, Aaron",orl,atl,A,20161213-orl-atl,19.5,131,120,1,18.25,1,1,14.6,15.75,15.5,15.1,7pt 3rb 2as 1bl 1to 1trey 3-6fg,0,0,4100,100, 4300,300,10350,-200,15,0,3,34,34,3,NA,Magic,away,Hawks,7.5,204.0
Iman Shumpert,17.91,PG,Mem,Cle,15.821,Cle,Mem,Iman Shumpert (7942837),3700,4.84054054054054,CLE,MEM,PG,NA,-2500,202.5,3.37,12.469,16.74832,2016-12-13,NA,26,NA,NA,4397,"Shumpert, Iman",cle,mem,H,20161213-mem-cle,19.0,103,86,0,23.9333333333333,1,1,10.4,12.0,11.75,10.9,5pt 2rb 2as 1bl 2to 1trey 2-5fg,0,0,3800,200, 3700,200, 6600,250,10,0,2,12,23,1,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Tristan Thompson,24.85,C,Mem,Cle,24.636,Cle,Mem,Tristan Thompson (7943028),4900,5.071428571428571,CLE,MEM,C,NA,-2500,202.5,4.63,22.687,25.19949,2016-12-13,NA,30,NA,NA,4380,"Thompson, Tristan",cle,mem,H,20161213-mem-cle,19.0,103,86,1,30.4333333333333,1,1,15.4,16.25,15.5,15.4,6pt 7rb 1bl 1to 3-6fg,0,0,5000,-100, 4900,0, 9800,-550,18,0,5,5,45,5,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Andrew Harrison,19.88,PG,Mem,Cle,18.875,Mem,Cle,Andrew Harrison (7942859),4300,4.623255813953489,MEM,@CLE,PG,NA,1250,202.5,4.7,20.21,20.77725,2016-12-13,NA,32,NA,NA,4948,"Harrison, Andrew",mem,cle,A,20161213-mem-cle,19.0,86,103,1,30.85,1,1,28.6,30.25,28.75,29.1,13pt 3rb 4as 1st 3bl 2to 1trey 4-11fg 4-5ft,0,0,4200,100, 4300,-300, 7950,-150,13,-2,1,1,12,1,NA,Grizzlies,away,Cavaliers,15.5,202.5
Toney Douglas,15.5,PG,Mem,Cle,10.625,Mem,Cle,Toney Douglas (7942856),3400,4.5588235294117645,MEM,@CLE,PG,NA,1250,202.5,3.27,11.118,13.57547,2016-12-13,NA,18,NA,NA,4178,"Douglas, Toney",mem,cle,A,20161213-mem-cle,19.0,86,103,0,14.8,1,1,14.9,16.0,14.75,14.9,4pt 2rb 3as 2st 1bl 2to 2-7fg,0,0,4000,0, 3400,400, 5000,0,10,0,1,1,12,2,NA,Grizzlies,away,Cavaliers,15.5,202.5
JaMychal Green,29.83,PF,Mem,Cle,23.99,Mem,Cle,JaMychal Green (7943000),5800,5.143103448275862,MEM,@CLE,PF,NA,1250,202.5,4.4,25.520000000000003,27.1008,2016-12-13,NA,33,NA,NA,4581,"Green, JaMychal",mem,cle,A,20161213-mem-cle,19.0,86,103,1,29.2833333333333,1,1,16.6,18.0,15.75,16.6,2pt 8rb 2as 2st 2to 1-10fg,0,0,5500,100, 5800,-100, 9000,-800,20,0,4,4,4,4,NA,Grizzlies,away,Cavaliers,15.5,202.5
Jarell Martin,17.64,PF,Mem,Cle,11.208,Mem,Cle,Jarell Martin (7943001),3000,5.88,MEM,@CLE,PF,NA,1250,202.5,7.42,22.26,17.62348,2016-12-13,NA,28,NA,NA,4850,"Martin, Jarell",mem,cle,A,20161213-mem-cle,19.0,86,103,0,19.4666666666667,1,1,19.5,21.0,20.75,19.5,8pt 10rb 1as 2to 3-4fg 2-2ft,0,0,3600,100, 3000,0, 5000,0,10,0,4,4,4,4,NA,Grizzlies,away,Cavaliers,15.5,202.5
Troy Williams,12.5,SF,Mem,Cle,11.513,Mem,Cle,Troy Williams (7942957),3700,3.3783783783783785,MEM,@CLE,SF,NA,1250,202.5,3.35,12.395,13.49988,2016-12-13,NA,21,NA,NA,4908,"Williams, Troy",mem,cle,A,20161213-mem-cle,19.0,86,103,1,36.1,1,1,18.7,21.0,19.0,19.2,13pt 6rb 1as 3to 1trey 6-16fg,0,0,4000,0, 3700,-200, 5000,-250,10,-1,3,3,23,3,NA,Grizzlies,away,Cavaliers,15.5,202.5
Tony Allen,25.74,SG,Mem,Cle,21.486,Mem,Cle,Tony Allen (7942908),4700,5.476595744680851,MEM,@CLE,SG,NA,1250,202.5,5.34,25.098,24.847479999999997,2016-12-13,NA,33,NA,NA,3619,"Allen, Tony",mem,cle,A,20161213-mem-cle,19.0,86,103,1,24.6833333333333,1,1,15.7,16.25,14.75,15.7,8pt 1rb 1as 3st 1to 4-9fg 0-1ft,0,0,5100,100, 4700,100, 7950,-550,12,0,2,2,23,2,NA,Grizzlies,away,Cavaliers,15.5,202.5
Zach Randolph,30.13,PF,Mem,Cle,26.417,Mem,Cle,Zach Randolph (7942984),5100,5.907843137254902,MEM,@CLE,PF,NA,1250,202.5,4.42,22.542,27.31325,2016-12-13,NA,22,NA,NA,3314,"Randolph, Zach",mem,cle,A,20161213-mem-cle,19.0,86,103,1,31.25,1,1,32.0,32.75,31.25,32.0,18pt 5rb 2as 2st 1bl 1to 9-15fg,0,0,5700,0, 5100,-300, 9550,-1600,20,-2,4,45,45,4,NA,Grizzlies,away,Cavaliers,15.5,202.5
Kevin Love,41.72,PF,Mem,Cle,41.182,Cle,Mem,Kevin Love (7942985),7800,5.348717948717948,CLE,MEM,PF,NA,-2500,202.5,3.96,30.888,38.91654,2016-12-13,NA,35,NA,NA,4074,"Love, Kevin",cle,mem,H,20161213-mem-cle,19.0,103,86,1,34.65,1,1,51.1,55.75,55.75,52.6,29pt 13rb 3as 2st 2to 3trey 9-17fg 8-8ft,1,0,8000,200, 7800,0,14850,-650,38,-2,4,45,45,4,NA,Cavaliers,home,Grizzlies,-15.5,202.5
J.R. Smith,17.48,SG,Mem,Cle,16.765,Cle,Mem,J.R. Smith (7942909),3500,4.994285714285714,CLE,MEM,SG,NA,-2500,202.5,3.37,11.795,16.8238,2016-12-13,NA,30,NA,NA,3669,"Smith, J.R.",cle,mem,H,20161213-mem-cle,19.0,103,86,1,33.8666666666667,1,1,33.0,36.75,37.25,36.0,23pt 5rb 2as 1bl 1to 6trey 8-17fg 1-2ft,0,0,3500,0, 3500,-100, 7900,100,13,0,2,2,23,2,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Kyrie Irving,36.35,PG,Mem,Cle,36.205,Cle,Mem,Kyrie Irving (7942858),7200,5.048611111111112,CLE,MEM,PG,NA,-2500,202.5,3.79,27.288,34.38207,2016-12-13,NA,36,NA,NA,4379,"Irving, Kyrie",cle,mem,H,20161213-mem-cle,19.0,103,86,0,0.0,0,0,0.0,0.0,0.0,0.0,NA,0,0,7000,-300, 7200,0,15750,1300,35,-2,1,1,12,1,NA,Cavaliers,home,Grizzlies,-15.5,202.5
LeBron James,52.81,SF,Mem,Cle,51.905,Cle,Mem,LeBron James (7942927),9800,5.388775510204082,CLE,MEM,SF,NA,-2500,202.5,4.29,42.042,49.54193,2016-12-13,NA,38,NA,NA,3541,"James, LeBron",cle,mem,H,20161213-mem-cle,19.0,103,86,1,36.4833333333333,1,1,42.2,45.5,42.75,42.2,23pt 6rb 8as 3st 6to 9-17fg 5-8ft,0,0,10000,200, 9800,400,20350,600,53,-1,3,34,34,3,NA,Cavaliers,home,Grizzlies,-15.5,202.5
Deyonta Davis,8.95,C,Mem,Cle,5.625,Mem,Cle,Deyonta Davis (7943029),3000,2.983333333333333,MEM,@CLE,C,NA,1250,202.5,6.32,18.96,12.03115,2016-12-13,NA,23,NA,NA,4928,"Davis, Deyonta",mem,cle,A,20161213-mem-cle,19.0,86,103,0,11.05,1,1,10.8,11.0,10.75,10.8,6pt 4rb 3-3fg 0-1ft,0,0,3500,0, 3000,0, 5000,0,10,0,4,5,4,5,NA,Grizzlies,away,Cavaliers,15.5,202.5
Troy Daniels,15.75,SG,Mem,Cle,14.375,Mem,Cle,Troy Daniels (7942911),3900,4.038461538461538,MEM,@CLE,SG,NA,1250,202.5,2.74,10.686,15.05519,2016-12-13,NA,25,NA,NA,4658,"Daniels, Troy",mem,cle,A,20161213-mem-cle,19.0,86,103,0,20.3666666666667,1,1,6.9,8.5,7.75,7.4,5pt 2rb 1as 2to 1trey 1-6fg 2-2ft,0,0,4300,-200, 3900,-500, 6700,-250,10,-2,2,2,12,2,NA,Grizzlies,away,Cavaliers,15.5,202.5
Paul Millsap,43.88,PF,Orl,Atl,37.976,Atl,Orl,Paul Millsap (7942991),7900,5.554430379746836,ATL,ORL,PF,NA,-410,204.0,4.53,35.787,39.605990000000006,2016-12-13,NA,33,NA,NA,3904,"Millsap, Paul",atl,orl,H,20161213-orl-atl,19.5,120,131,1,34.3666666666667,1,1,39.3,41.75,41.25,40.3,17pt 9rb 5as 2st 1bl 2to 2trey 6-12fg 3-3ft,0,0,8300,300, 7900,400,15600,600,33,0,4,4,45,4,NA,Hawks,home,Magic,-7.5,204.0
Anthony Davis,57.93,PF,GS,NO,57.022,NO,GS,Anthony Davis (7942987),11300,5.126548672566371,NOP,GSW,PF,NA,500,224.5,4.6,51.97999999999999,55.90431999999999,2016-12-13,NA,38,NA,NA,4482,"Davis, Anthony",nor,gsw,H,20161213-gsw-nor,20.0,109,113,1,36.2,1,1,50.1,54.0,53.25,50.6,28pt 8rb 3as 2st 5bl 6to 1trey 10-14fg 7-8ft,0,0,11900,-300,11300,100,23000,550,57,0,4,45,45,4,NA,Pelicans,home,Warriors,10.5,224.5
Tim Frazier,30.28,PG,GS,NO,29.08,NO,GS,Tim Frazier (7942865),6200,4.883870967741935,NOP,GSW,PG,NA,500,224.5,4.24,26.288,29.53192,2016-12-13,NA,29,NA,NA,4717,"Frazier, Tim",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,29.9,1,1,27.4,30.0,30.5,28.9,13pt 2rb 8as 1st 2to 3trey 5-9fg,0,0,5600,700, 6200,500,10700,600,20,-2,1,1,12,1,NA,Pelicans,home,Warriors,10.5,224.5
David West,16.06,PF,GS,NO,11.69,GS,NO,David West (7943002),3000,5.3533333333333335,GSW,@NO,PF,NA,-700,224.5,3.91,11.73,14.3408,2016-12-13,NA,12,NA,NA,3573,"West, David",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,12.383333333333301,1,1,9.1,9.75,9.0,9.1,2pt 3rb 3as 1to 1-4fg,0,0,3600,100, 3000,0, 5800,200,10,0,4,4,4,4,NA,Warriors,away,Pelicans,-10.5,224.5
Patrick McCaw,8.59,SG,GS,NO,8.113,GS,NO,Patrick McCaw (7942892),3000,2.8633333333333333,GSW,@NO,SG,NA,-700,224.5,2.16,6.48,9.33483,2016-12-13,NA,10,NA,NA,4902,"McCaw, Patrick",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,2.43333333333333,1,1,2.2,2.75,2.75,2.2,0pt 1rb 1st 1to,0,0,3500,0, 3000,0, 5000,0,10,0,2,23,2,2,NA,Warriors,away,Pelicans,-10.5,224.5
Shaun Livingston,16.31,PG,GS,NO,10.677,GS,NO,Shaun Livingston (7942862),3200,5.096875,GSW,@NO,PG,NA,-700,224.5,4.14,13.247999999999998,14.433189999999996,2016-12-13,NA,18,NA,NA,3651,"Livingston, Shaun",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,17.0666666666667,1,1,7.9,8.0,7.25,7.9,4pt 2rb 1as 2-5fg,0,0,3500,0, 3200,0, 5300,200,10,0,1,1,12,1,NA,Warriors,away,Pelicans,-10.5,224.5
Ian Clark,15.53,PG,GS,NO,11.545,GS,NO,Ian Clark (7942838),3000,5.176666666666666,GSW,@NO,PG,NA,-700,224.5,3.07,9.21,13.407449999999999,2016-12-13,NA,14,NA,NA,4611,"Clark, Ian",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,13.2,1,1,8.4,9.5,9.5,9.4,6pt 2rb 2trey 2-6fg,0,0,3500,0, 3000,0, 5000,0,10,0,2,12,12,2,NA,Warriors,away,Pelicans,-10.5,224.5
Jrue Holiday,35.85,PG,GS,NO,31.325,NO,GS,Jrue Holiday (7942864),6100,5.8770491803278695,NOP,GSW,PG,NA,500,224.5,5.25,32.025,33.62,2016-12-13,NA,32,NA,NA,4212,"Holiday, Jrue",nor,gsw,H,20161213-gsw-nor,20.0,109,113,1,30.0333333333333,1,1,35.6,38.0,35.5,36.1,10pt 8rb 6as 4st 1bl 3to 1trey 3-12fg 3-6ft,0,0,7000,0, 6100,100,14200,700,26,0,1,1,1,1,NA,Pelicans,home,Warriors,10.5,224.5
Solomon Hill,16.35,SF,GS,NO,16.22,NO,GS,Solomon Hill (7942960),3400,4.8088235294117645,NOP,GSW,SF,NA,500,224.5,5.05,17.17,17.854,2016-12-13,NA,28,NA,NA,4566,"Hill, Solomon",nor,gsw,H,20161213-gsw-nor,20.0,109,113,1,29.8166666666667,1,1,19.7,21.5,21.25,20.7,12pt 6rb 1as 1to 2trey 5-10fg,0,0,3600,0, 3400,-200, 8000,250,10,0,3,3,23,3,NA,Pelicans,home,Warriors,10.5,224.5
Reggie Williams,17.3,SG,GS,NO,14.375,NO,GS,Reggie Williams (7942913),3000,5.7666666666666675,NOP,GSW,SG,NA,500,224.5,1.3,3.9,13.505749999999999,2016-12-13,NA,8,NA,NA,4255,"Williams, Reggie",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,8.61666666666667,1,1,8.5,9.0,9.0,9.0,5pt 1as 1st 1trey 1-3fg 2-2ft,0,0,3500,NA, 3000,NA,NA,NA,10,NA,2,2,NA,2,NA,Pelicans,home,Warriors,10.5,224.5
Buddy Hield,15.99,SG,GS,NO,13.3,NO,GS,Buddy Hield (7942916),3300,4.845454545454545,NOP,GSW,SG,NA,500,224.5,2.06,6.798,13.551720000000001,2016-12-13,NA,10,NA,NA,4961,"Hield, Buddy",nor,gsw,H,20161213-gsw-nor,20.0,109,113,1,17.9666666666667,1,1,14.1,14.75,14.25,14.6,7pt 3rb 1as 1bl 1trey 3-7fg,0,0,3700,0, 3300,-200, 7150,700,10,0,2,2,2,2,NA,Pelicans,home,Warriors,10.5,224.5
Langston Galloway,16.74,PG,GS,NO,17.58,NO,GS,Langston Galloway (7942839),3700,4.524324324324324,NOP,GSW,PG,NA,500,224.5,3.77,13.949,17.58281,2016-12-13,NA,22,NA,NA,4735,"Galloway, Langston",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,27.9333333333333,1,1,30.0,33.75,34.25,32.5,20pt 5rb 3st 2to 5trey 6-14fg 3-3ft,0,0,3900,-200, 3700,-600, 6800,350,11,1,2,12,12,1,NA,Pelicans,home,Warriors,10.5,224.5
Omer Asik,8.95,C,GS,NO,12.63,NO,GS,Omer Asik (7943034),3000,2.983333333333333,NOP,GSW,C,NA,500,224.5,3.32,9.96,12.293199999999999,2016-12-13,NA,12,NA,NA,4263,"Asik, Omer",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,-100, 3000,0, 5550,100,10,0,5,5,45,5,NA,Pelicans,home,Warriors,10.5,224.5
E'Twaun Moore,18.08,SG,GS,NO,20.214,NO,GS,E'Twaun Moore (7942914),3400,5.317647058823528,NOP,GSW,SG,NA,500,224.5,4.25,14.45,19.169839999999997,2016-12-13,NA,24,NA,NA,4364,"Moore, E'Twaun",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,25.0,1,1,14.9,15.5,14.5,14.9,6pt 2rb 5as 1to 2-6fg 2-2ft,0,0,4000,-100, 3400,-300, 8100,400,10,0,2,2,12,2,NA,Pelicans,home,Warriors,10.5,224.5
Terrence Jones,23.05,PF,GS,NO,22.323,NO,GS,Terrence Jones (7943003),4200,5.488095238095238,NOP,GSW,PF,NA,500,224.5,4.92,20.664,23.17849,2016-12-13,NA,24,NA,NA,4511,"Jones, Terrence",nor,gsw,H,20161213-gsw-nor,20.0,109,113,0,21.4333333333333,1,1,23.0,24.0,23.5,23.0,8pt 10rb 2bl 1to 4-6fg,0,0,4500,0, 4200,-400, 8400,200,14,-2,4,4,34,4,NA,Pelicans,home,Warriors,10.5,224.5
Andre Iguodala,18.95,SF,GS,NO,17.781,GS,NO,Andre Iguodala (7942958),3400,5.573529411764706,GSW,@NO,SF,NA,-700,224.5,4.89,16.626,19.038249999999998,2016-12-13,NA,24,NA,NA,3641,"Iguodala, Andre",gsw,nor,A,20161213-gsw-nor,20.0,113,109,0,30.5833333333333,1,1,21.3,22.75,23.0,22.3,6pt 9rb 3as 2trey 2-5fg,0,0,3800,100, 3400,0, 7200,50,10,0,3,3,23,3,NA,Warriors,away,Pelicans,-10.5,224.5
