gid,last_first,first_last,date,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total,EP,P1,P2,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,ML,OU,Mins,Value.y,EPRWire,EP_Avg
3541,"James, LeBron",LeBron James,2016-11-15,cle,tor,H,20161115-tor-cle,19.0,121,117,1,38.0666666666667,1,1,56.8,62.25,61.5,57.8,28pt 9rb 14as 1st 5to 2trey 10-15fg 6-10ft,1,0,9900,0,10300,400,20000,-400,54,0,3,34,34,3,NA,Cavaliers,home,Raptors,-6.0,209.5,44.69,SF,NA,Tor,Cle,51.167,Cle,Tor,LeBron James (7771715),10300,4.3388349514563105,CLE,TOR,SF,-237,209.0,37,4.11,42.333,43.5115
3541,"James, LeBron",LeBron James,2016-11-15,cle,tor,H,20161115-tor-cle,19.0,121,117,1,38.0666666666667,1,1,56.8,62.25,61.5,57.8,28pt 9rb 14as 1st 5to 2trey 10-15fg 6-10ft,1,0,9900,0,10300,400,20000,-400,54,0,3,34,34,3,NA,Cavaliers,home,Raptors,-6.0,209.5,44.69,PF,NA,Tor,Cle,51.167,Cle,Tor,LeBron James (7771715),10300,4.3388349514563105,CLE,TOR,SF,-237,209.0,37,4.11,42.333,43.5115
4362,"Liggins, DeAndre",DeAndre Liggins,2016-12-10,cle,cha,H,20161210-cha-cle,19.5,116,105,0,15.0,1,1,0.5,2.0,1.75,0.5,0pt 1as 1bl 3to 0-1fg,0,0,3500,0, 3000,0, 5000,0,10,0,2,2,23,2,NA,Cavaliers,home,Hornets,-8.0,214.0,18.02,SG,NA,Cha,Cle,7.615,Cle,Cha,DeAndre Liggins (7930531),3000,6.006666666666666,CLE,CHA,SG,-350,212.5,24,4.67,14.01,16.015
4362,"Liggins, DeAndre",DeAndre Liggins,2016-12-07,cle,nyk,A,20161207-cle-nyk,20.0,126,94,1,20.6666666666667,1,1,13.4,14.5,15.5,14.4,6pt 2rb 2as 1st 2trey 2-2fg,0,0,3500,0, 3000,0, 5000,0,10,0,2,2,23,2,NA,Cavaliers,away,Knicks,-8.5,216.5,17.21,SG,NA,Cle,NY,6.0,Cle,NY,DeAndre Liggins (7908018),3000,5.736666666666667,CLE,@NY,SG,NA,0.0,9,1.85,5.55,11.38
4946,"Laprovittola, Nicolas",Nicolas Laprovittola,2016-12-08,sas,chi,A,20161208-sas-chi,21.5,91,95,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,0, 3000,0, 5000,0,10,0,1,1,1,1,NA,Spurs,away,Bulls,-3.5,201.0,10.27,PG,NA,SA,Chi,7.635,SA,Chi,Nicolas Laprovittola (7912216),3000,3.4233333333333333,SAS,@CHI,PG,-170,202.0,20,3.16,9.48,9.875
4946,"Laprovittola, Nicolas",Nicolas Laprovittola,2016-12-06,sas,min,A,20161206-sas-min,20.0,105,91,1,21.0833333333333,1,1,10.0,12.5,13.25,11.0,10pt 2as 3to 2trey 4-5fg,0,0,3500,0, 3000,0, 5000,0,10,0,1,1,1,1,NA,Spurs,away,Timberwolves,-4.5,205.5,10.68,PG,NA,SA,Min,7.229,SA,Min,Nicolas Laprovittola (7902057),3000,3.5599999999999996,SAS,@MIN,PG,-195,204.5,20,3.22,9.66,10.17
4026,"Stuckey, Rodney",Rodney Stuckey,2016-12-09,ind,dal,A,20161209-ind-dal,20.5,103,111,0,27.4833333333333,1,1,26.0,27.25,27.5,26.5,9pt 5rb 8as 1to 1trey 2-3fg 4-4ft,0,0,3800,-100, 3500,-100, 5650,-450,10,0,2,12,12,2,NA,Pacers,away,Mavericks,-3.5,200.0,14.04,PG,NA,Ind,Dal,15.229,Ind,Dal,Rodney Stuckey (7924859),3500,4.011428571428572,IND,@DAL,PG,-190,199.5,22,4.18,14.629999999999999,14.334999999999999
4026,"Stuckey, Rodney",Rodney Stuckey,2016-12-09,ind,dal,A,20161209-ind-dal,20.5,103,111,0,27.4833333333333,1,1,26.0,27.25,27.5,26.5,9pt 5rb 8as 1to 1trey 2-3fg 4-4ft,0,0,3800,-100, 3500,-100, 5650,-450,10,0,2,12,12,2,NA,Pacers,away,Mavericks,-3.5,200.0,14.04,SG,NA,Ind,Dal,15.229,Ind,Dal,Rodney Stuckey (7924859),3500,4.011428571428572,IND,@DAL,PG,-190,199.5,22,4.18,14.629999999999999,14.334999999999999
4026,"Stuckey, Rodney",Rodney Stuckey,2016-12-04,ind,lac,A,20161204-ind-lac,21.5,111,102,0,20.9166666666667,1,1,22.1,23.25,22.5,22.1,16pt 3rb 3as 2to 7-10fg 2-2ft,0,0,3900,-100, 3900,0, 5200,-200,10,0,2,12,12,2,NA,Pacers,away,Clippers,11.0,210.0,16.23,PG,NA,Ind,LAC,13.944,Ind,LAC,Rodney Stuckey (7889959),3900,4.161538461538461,IND,@LAC,PG,630,207.5,23,4.0,15.6,15.915
4026,"Stuckey, Rodney",Rodney Stuckey,2016-12-04,ind,lac,A,20161204-ind-lac,21.5,111,102,0,20.9166666666667,1,1,22.1,23.25,22.5,22.1,16pt 3rb 3as 2to 7-10fg 2-2ft,0,0,3900,-100, 3900,0, 5200,-200,10,0,2,12,12,2,NA,Pacers,away,Clippers,11.0,210.0,16.23,SG,NA,Ind,LAC,13.944,Ind,LAC,Rodney Stuckey (7889959),3900,4.161538461538461,IND,@LAC,PG,630,207.5,23,4.0,15.6,15.915
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-30,ind,por,A,20161130-ind-por,22.0,109,131,0,24.4666666666667,1,1,13.2,14.25,13.0,13.2,9pt 1rb 2as 1st 2to 2-6fg 5-6ft,0,0,4000,0, 3900,200, 5400,400,10,0,2,12,12,2,NA,Pacers,away,Trailblazers,8.0,213.0,20.47,PG,NA,Ind,Por,13.906,Ind,Por,Rodney Stuckey (7867568),3900,5.248717948717949,IND,@POR,PG,273,207.5,22,4.44,17.316,18.893
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-30,ind,por,A,20161130-ind-por,22.0,109,131,0,24.4666666666667,1,1,13.2,14.25,13.0,13.2,9pt 1rb 2as 1st 2to 2-6fg 5-6ft,0,0,4000,0, 3900,200, 5400,400,10,0,2,12,12,2,NA,Pacers,away,Trailblazers,8.0,213.0,20.47,SG,NA,Ind,Por,13.906,Ind,Por,Rodney Stuckey (7867568),3900,5.248717948717949,IND,@POR,PG,273,207.5,22,4.44,17.316,18.893
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-25,ind,bkn,H,20161125-bkn-ind,20.0,118,97,0,25.3333333333333,1,1,28.3,31.0,30.75,29.3,18pt 4rb 3as 2st 3to 2trey 7-10fg 2-4ft,0,0,4100,100, 3600,0, 5350,350,10,0,2,12,12,2,NA,Pacers,home,Nets,-8.0,215.0,16.94,PG,NA,Bkn,Ind,9.833,Ind,Bkn,Rodney Stuckey (7828488),3600,4.705555555555556,IND,BKN,PG,-375,215.5,18,4.28,15.408,16.174
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-25,ind,bkn,H,20161125-bkn-ind,20.0,118,97,0,25.3333333333333,1,1,28.3,31.0,30.75,29.3,18pt 4rb 3as 2st 3to 2trey 7-10fg 2-4ft,0,0,4100,100, 3600,0, 5350,350,10,0,2,12,12,2,NA,Pacers,home,Nets,-8.0,215.0,16.94,SG,NA,Bkn,Ind,9.833,Ind,Bkn,Rodney Stuckey (7828488),3600,4.705555555555556,IND,BKN,PG,-375,215.5,18,4.28,15.408,16.174
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-23,ind,atl,H,20161123-atl-ind,19.0,85,96,0,17.0,1,1,0.7,1.75,0.0,0.7,0pt 1rb 1as 2to 0-5fg 0-2ft,0,0,4000,500, 3600,600, 5000,0,10,0,2,12,12,2,NA,Pacers,home,Hawks,1.5,204.0,17.11,PG,NA,Atl,Ind,11.45,Ind,Atl,Rodney Stuckey (7817213),3600,4.752777777777777,IND,ATL,PG,-100,207.5,19,3.96,14.256,15.683
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-23,ind,atl,H,20161123-atl-ind,19.0,85,96,0,17.0,1,1,0.7,1.75,0.0,0.7,0pt 1rb 1as 2to 0-5fg 0-2ft,0,0,4000,500, 3600,600, 5000,0,10,0,2,12,12,2,NA,Pacers,home,Hawks,1.5,204.0,17.11,SG,NA,Atl,Ind,11.45,Ind,Atl,Rodney Stuckey (7817213),3600,4.752777777777777,IND,ATL,PG,-100,207.5,19,3.96,14.256,15.683
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-20,ind,okc,A,20161120-ind-okc,19.0,115,111,0,17.25,1,1,12.9,14.0,12.25,13.4,8pt 2rb 1as 1st 1to 1trey 3-9fg 1-4ft,0,0,3500,0, 3000,0, 5000,-150,10,0,2,12,12,2,NA,Pacers,away,Thunder,9.5,211.0,10.84,PG,NA,Ind,OKC,5.583,Ind,OKC,Rodney Stuckey (7802367),3000,3.6133333333333333,IND,@OKC,PG,446,208.0,20,4.96,14.88,12.86
4026,"Stuckey, Rodney",Rodney Stuckey,2016-11-20,ind,okc,A,20161120-ind-okc,19.0,115,111,0,17.25,1,1,12.9,14.0,12.25,13.4,8pt 2rb 1as 1st 1to 1trey 3-9fg 1-4ft,0,0,3500,0, 3000,0, 5000,-150,10,0,2,12,12,2,NA,Pacers,away,Thunder,9.5,211.0,10.84,SG,NA,Ind,OKC,5.583,Ind,OKC,Rodney Stuckey (7802367),3000,3.6133333333333333,IND,@OKC,PG,446,208.0,20,4.96,14.88,12.86
4836,"Okafor, Jahlil",Jahlil Okafor,2016-12-11,phi,det,A,20161211-phi-det,18.0,97,79,1,26.5333333333333,1,1,27.3,30.25,29.0,27.3,14pt 9rb 1as 1st 2bl 5to 6-9fg 2-4ft,0,0,4900,0, 5000,0, 9450,-1000,16,0,5,45,5,5,NA,Seventysixers,away,Pistons,11.5,197.0,18.99,PF,NA,Phi,Det,20.539,Phi,Det,Jahlil Okafor (7933404),5000,3.7979999999999996,PHI,@DET,PF,845,199.5,27,5.03,25.15,22.07
4836,"Okafor, Jahlil",Jahlil Okafor,2016-12-11,phi,det,A,20161211-phi-det,18.0,97,79,1,26.5333333333333,1,1,27.3,30.25,29.0,27.3,14pt 9rb 1as 1st 2bl 5to 6-9fg 2-4ft,0,0,4900,0, 5000,0, 9450,-1000,16,0,5,45,5,5,NA,Seventysixers,away,Pistons,11.5,197.0,18.99,C,NA,Phi,Det,20.539,Phi,Det,Jahlil Okafor (7933404),5000,3.7979999999999996,PHI,@DET,PF,845,199.5,27,5.03,25.15,22.07
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-28,phi,tor,A,20161128-phi-tor,19.5,95,122,1,24.6333333333333,1,1,23.0,23.25,21.25,23.0,15pt 5rb 1bl 7-14fg 1-2ft,0,0,4200,0, 5000,300, 8650,50,16,0,5,45,5,5,NA,Seventysixers,away,Raptors,15.5,210.0,23.64,PF,NA,Phi,Tor,18.5,Phi,Tor,Jahlil Okafor (7849813),5000,4.728000000000001,PHI,@TOR,PF,1600,208.0,27,4.82,24.1,23.87
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-28,phi,tor,A,20161128-phi-tor,19.5,95,122,1,24.6333333333333,1,1,23.0,23.25,21.25,23.0,15pt 5rb 1bl 7-14fg 1-2ft,0,0,4200,0, 5000,300, 8650,50,16,0,5,45,5,5,NA,Seventysixers,away,Raptors,15.5,210.0,23.64,C,NA,Phi,Tor,18.5,Phi,Tor,Jahlil Okafor (7849813),5000,4.728000000000001,PHI,@TOR,PF,1600,208.0,27,4.82,24.1,23.87
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-25,phi,chi,H,20161125-chi-phi,19.5,89,105,1,26.75,1,1,21.7,22.5,20.5,21.7,10pt 6rb 1as 1st 1bl 1to 5-11fg 0-2ft,0,0,4400,0, 4300,0,10200,1050,16,-2,5,45,5,5,NA,Seventysixers,home,Bulls,9.0,204.0,23.01,PF,NA,Chi,Phi,18.214,Phi,Chi,Jahlil Okafor (7828823),4300,5.351162790697675,PHI,CHI,PF,346,204.5,30,6.69,28.767,25.8885
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-25,phi,chi,H,20161125-chi-phi,19.5,89,105,1,26.75,1,1,21.7,22.5,20.5,21.7,10pt 6rb 1as 1st 1bl 1to 5-11fg 0-2ft,0,0,4400,0, 4300,0,10200,1050,16,-2,5,45,5,5,NA,Seventysixers,home,Bulls,9.0,204.0,23.01,C,NA,Chi,Phi,18.214,Phi,Chi,Jahlil Okafor (7828823),4300,5.351162790697675,PHI,CHI,PF,346,204.5,30,6.69,28.767,25.8885
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-23,phi,mem,H,20161123-mem-phi,19.0,99,104,0,26.1666666666667,1,1,8.2,9.75,8.25,8.2,2pt 1rb 1st 3bl 3to 1-6fg 0-1ft,0,0,4400,0, 4300,-100, 9150,-450,18,0,5,45,5,5,NA,Seventysixers,home,Grizzlies,5.5,196.0,22.28,PF,NA,Mem,Phi,18.865,Phi,Mem,Jahlil Okafor (7817520),4300,5.181395348837209,PHI,MEM,PF,182,193.5,24,4.86,20.898,21.589
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-23,phi,mem,H,20161123-mem-phi,19.0,99,104,0,26.1666666666667,1,1,8.2,9.75,8.25,8.2,2pt 1rb 1st 3bl 3to 1-6fg 0-1ft,0,0,4400,0, 4300,-100, 9150,-450,18,0,5,45,5,5,NA,Seventysixers,home,Grizzlies,5.5,196.0,22.28,C,NA,Mem,Phi,18.865,Phi,Mem,Jahlil Okafor (7817520),4300,5.181395348837209,PHI,MEM,PF,182,193.5,24,4.86,20.898,21.589
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-21,phi,mia,H,20161121-mia-phi,19.0,101,94,0,24.7,1,1,22.1,22.25,20.25,22.1,15pt 3rb 1as 1bl 7-13fg 1-3ft,0,0,4400,-100, 4400,-200, 9600,-350,18,-2,5,45,5,5,NA,Seventysixers,home,Heat,4.5,199.0,18.58,PF,NA,Mia,Phi,18.583,Phi,Mia,Jahlil Okafor (7805977),4400,4.222727272727272,PHI,MIA,PF,163,199.0,25,5.48,24.112000000000002,21.346
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-21,phi,mia,H,20161121-mia-phi,19.0,101,94,0,24.7,1,1,22.1,22.25,20.25,22.1,15pt 3rb 1as 1bl 7-13fg 1-3ft,0,0,4400,-100, 4400,-200, 9600,-350,18,-2,5,45,5,5,NA,Seventysixers,home,Heat,4.5,199.0,18.58,C,NA,Mia,Phi,18.583,Phi,Mia,Jahlil Okafor (7805977),4400,4.222727272727272,PHI,MIA,PF,163,199.0,25,5.48,24.112000000000002,21.346
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-19,phi,pho,H,20161119-pho-phi,19.5,120,105,0,19.1666666666667,1,1,15.2,15.75,15.5,15.2,6pt 1rb 2as 3bl 1to 3-4fg,0,0,4500,-100, 4600,-200, 9950,200,20,0,5,45,5,5,NA,Seventysixers,home,Suns,2.0,213.0,22.48,PF,NA,Pho,Phi,18.886,Phi,Pho,Jahlil Okafor (7795651),4600,4.886956521739131,PHI,PHO,PF,114,213.0,16,3.91,17.986,20.233
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-19,phi,pho,H,20161119-pho-phi,19.5,120,105,0,19.1666666666667,1,1,15.2,15.75,15.5,15.2,6pt 1rb 2as 3bl 1to 3-4fg,0,0,4500,-100, 4600,-200, 9950,200,20,0,5,45,5,5,NA,Seventysixers,home,Suns,2.0,213.0,22.48,C,NA,Pho,Phi,18.886,Phi,Pho,Jahlil Okafor (7795651),4600,4.886956521739131,PHI,PHO,PF,114,213.0,16,3.91,17.986,20.233
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-17,phi,min,A,20161117-phi-min,20.0,86,110,0,22.2666666666667,1,1,8.4,9.0,8.0,8.4,7pt 2rb 1to 2-5fg 3-4ft,0,0,4600,0, 4800,0, 9750,0,20,-2,5,45,5,4,NA,Seventysixers,away,Timberwolves,11.5,211.0,19.47,PF,NA,Phi,Min,19.875,Phi,Min,Jahlil Okafor (7782994),4800,4.05625,PHI,@MIN,PF,569,211.0,15,3.13,15.024,17.247
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-17,phi,min,A,20161117-phi-min,20.0,86,110,0,22.2666666666667,1,1,8.4,9.0,8.0,8.4,7pt 2rb 1to 2-5fg 3-4ft,0,0,4600,0, 4800,0, 9750,0,20,-2,5,45,5,4,NA,Seventysixers,away,Timberwolves,11.5,211.0,19.47,C,NA,Phi,Min,19.875,Phi,Min,Jahlil Okafor (7782994),4800,4.05625,PHI,@MIN,PF,569,211.0,15,3.13,15.024,17.247
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-16,phi,was,H,20161116-was-phi,19.0,109,102,1,20.3666666666667,1,1,26.0,27.25,26.25,26.0,19pt 5rb 2as 2to 8-11fg 3-4ft,0,0,4600,-200, 4800,-400, 9750,-50,22,0,5,45,5,4,NA,Seventysixers,home,Wizards,5.5,205.0,25.27,PF,NA,Was,Phi,19.056,Phi,Was,Jahlil Okafor (7776370),4800,5.2645833333333325,PHI,WAS,PF,244,203.5,24,4.78,22.944,24.107
4836,"Okafor, Jahlil",Jahlil Okafor,2016-11-16,phi,was,H,20161116-was-phi,19.0,109,102,1,20.3666666666667,1,1,26.0,27.25,26.25,26.0,19pt 5rb 2as 2to 8-11fg 3-4ft,0,0,4600,-200, 4800,-400, 9750,-50,22,0,5,45,5,4,NA,Seventysixers,home,Wizards,5.5,205.0,25.27,C,NA,Was,Phi,19.056,Phi,Was,Jahlil Okafor (7776370),4800,5.2645833333333325,PHI,WAS,PF,244,203.5,24,4.78,22.944,24.107
4729,"Ennis, Tyler",Tyler Ennis,2016-11-16,hou,okc,A,20161116-hou-okc,20.0,103,105,0,11.2666666666667,1,1,16.4,17.0,17.25,16.9,9pt 2rb 2as 1st 1trey 4-5fg,0,0,3500,0, 3000,0, 5000,0,10,0,1,1,1,1,NA,Rockets,away,Thunder,2.0,218.0,6.46,PG,NA,Hou,OKC,6.475,Hou,OKC,Tyler Ennis (7776139),3000,2.1533333333333333,HOU,@OKC,PG,125,219.0,10,2.32,6.959999999999999,6.709999999999999
4913,"Bender, Dragan",Dragan Bender,2016-12-06,pho,uta,A,20161206-pho-uta,21.0,105,112,0,28.2666666666667,1,1,7.1,8.25,7.75,7.6,3pt 3rb 1as 1to 1trey 1-5fg,0,0,3500,0, 3000,0, 5000,0,10,0,4,4,4,4,NA,Suns,away,Jazz,7.0,204.0,8.31,PF,NA,Pho,Uta,6.767,Pho,Uta,Dragan Bender (7902137),3000,2.7700000000000005,PHO,@UTA,PF,230,203.0,17,2.73,8.19,8.25
4913,"Bender, Dragan",Dragan Bender,2016-11-30,pho,atl,H,20161130-atl-pho,21.0,109,107,0,11.7666666666667,1,1,2.4,2.5,2.0,2.4,0pt 2rb 0-2fg,0,0,3500,0, 3000,0, 5000,0,10,0,4,4,4,4,NA,Suns,home,Hawks,4.0,210.5,5.86,PF,NA,Atl,Pho,6.115,Pho,Atl,Dragan Bender (7867683),3000,1.9533333333333334,PHO,ATL,PF,163,209.0,8,1.57,4.71,5.285
4810,"Hollis-Jefferson, Rondae",Rondae Hollis-Jefferson,2016-11-23,bkn,bos,H,20161123-bos-bkn,19.5,92,111,1,14.5,1,1,13.8,14.5,13.5,14.3,4pt 4rb 2as 1bl 1trey 1-4fg 1-4ft,0,0,4000,0, 4200,-100, 9750,1350,14,0,3,3,23,3,NA,Nets,home,Celtics,7.5,215.0,19.08,SF,NA,Bos,Bkn,19.25,Bkn,Bos,Rondae Hollis-Jefferson (7817442),4200,4.542857142857143,BKN,BOS,SF,285,216.0,25,5.24,22.008,20.543999999999997
4810,"Hollis-Jefferson, Rondae",Rondae Hollis-Jefferson,2016-11-18,bkn,okc,A,20161118-bkn-okc,20.0,105,124,1,28.45,1,1,24.0,25.75,23.25,24.5,13pt 5rb 2as 2st 2to 1trey 3-14fg 6-7ft,0,0,3900,-400, 4200,-300, 9750,-400,14,0,3,3,23,3,NA,Nets,away,Thunder,9.5,218.0,17.93,SF,NA,Bkn,OKC,18.477,Bkn,OKC,Rondae Hollis-Jefferson (7789962),4200,4.269047619047619,BKN,@OKC,SF,400,218.0,25,5.34,22.428,20.179000000000002
4810,"Hollis-Jefferson, Rondae",Rondae Hollis-Jefferson,2016-11-15,bkn,lal,A,20161115-bkn-lal,22.5,118,125,1,17.6666666666667,1,1,8.9,9.5,8.5,8.9,2pt 2rb 1as 2st 1to 1-5fg,0,0,4300,0, 4500,100,10150,400,14,0,3,3,23,3,NA,Nets,away,Lakers,6.5,220.0,22.66,SF,NA,Bkn,LAL,19.575,Bkn,LAL,Rondae Hollis-Jefferson (7771750),4500,5.035555555555555,BKN,@LAL,SF,252,220.5,27,5.58,25.11,23.884999999999998
4377,"Mack, Shelvin",Shelvin Mack,2016-12-08,uta,gsw,H,20161208-gsw-uta,21.0,99,106,1,37.1166666666667,1,1,31.9,33.0,31.0,32.4,19pt 2rb 5as 2st 1to 1trey 6-16fg 6-6ft,0,0,3700,100, 4100,300, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Warriors,8.5,208.5,25.78,PG,NA,GS,Uta,15.435,Uta,GS,Shelvin Mack (7912234),4100,6.287804878048781,UTA,GSW,PG,480,208.0,34,5.91,24.231,25.0055
4377,"Mack, Shelvin",Shelvin Mack,2016-12-06,uta,pho,H,20161206-pho-uta,21.0,112,105,0,29.6,1,1,19.4,22.0,22.25,20.4,12pt 2rb 4as 1st 3to 2trey 4-7fg 2-2ft,0,0,3600,0, 3800,0, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Suns,-7.0,204.0,18.8,PG,NA,Pho,Uta,15.136,Uta,Pho,Shelvin Mack (7902068),3800,4.947368421052632,UTA,PHO,PG,-280,203.0,31,6.14,23.332,21.066000000000003
4377,"Mack, Shelvin",Shelvin Mack,2016-12-03,uta,den,H,20161203-den-uta,21.0,105,98,0,25.9666666666667,1,1,18.2,18.75,17.25,18.2,8pt 1rb 4as 2st 1to 3-9fg 2-2ft,0,0,3600,100, 3600,600, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Nuggets,-7.0,201.5,21.69,PG,NA,Den,Uta,14.588,Uta,Den,Shelvin Mack (7888690),3600,6.025,UTA,DEN,PG,NA,0.0,30,6.27,22.572,22.131
4377,"Mack, Shelvin",Shelvin Mack,2016-12-01,uta,mia,H,20161201-mia-uta,21.0,110,111,0,32.7833333333333,1,1,24.5,26.25,25.0,25.0,11pt 5rb 5as 1st 2to 1trey 4-9fg 2-4ft,0,0,3500,0, 3000,0, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Heat,-7.5,189.0,17.5,PG,NA,Mia,Uta,13.974,Uta,Mia,Shelvin Mack (7874744),3000,5.833333333333334,UTA,MIA,PG,-510,189.0,33,6.99,20.97,19.235
4377,"Mack, Shelvin",Shelvin Mack,2016-11-29,uta,hou,H,20161129-hou-uta,21.0,120,101,0,20.0833333333333,1,1,14.0,14.5,14.75,14.5,9pt 2as 1st 1trey 4-5fg,0,0,3500,0, 3000,0, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Rockets,1.0,204.0,13.52,PG,NA,Hou,Uta,13.944,Uta,Hou,Shelvin Mack (7861574),3000,4.506666666666667,UTA,HOU,PG,102,203.5,15,3.44,10.32,11.92
4377,"Mack, Shelvin",Shelvin Mack,2016-11-28,uta,min,A,20161128-uta-min,20.0,112,103,0,13.5333333333333,1,1,8.2,9.75,10.0,8.7,7pt 1rb 1st 2to 1trey 3-4fg,0,0,3500,0, 3000,0, 8350,0,10,0,1,1,1,1,NA,Jazz,away,Timberwolves,-3.0,194.5,17.19,PG,NA,Uta,Min,14.191,Uta,Min,Shelvin Mack (7849650),3000,5.73,UTA,@MIN,PG,-139,194.5,16,3.24,9.72,13.455000000000002
4377,"Mack, Shelvin",Shelvin Mack,2016-11-25,uta,atl,H,20161125-atl-uta,20.0,95,68,0,18.1,1,1,16.5,18.0,17.0,16.5,4pt 5as 4st 3to 2-6fg,0,0,3500,0, 3000,-100, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Hawks,-3.5,194.0,11.57,PG,NA,Atl,Uta,13.953,Uta,Atl,Shelvin Mack (7828531),3000,3.8566666666666665,UTA,ATL,PG,-165,194.5,12,2.8,8.4,9.985
4377,"Mack, Shelvin",Shelvin Mack,2016-11-23,uta,den,H,20161123-den-uta,21.0,108,83,0,12.25,1,1,3.9,4.0,3.25,3.9,0pt 2rb 1as 0-3fg,0,0,3500,-200, 3100,-200, 8350,0,10,0,1,1,1,1,NA,Jazz,home,Nuggets,-7.5,199.0,15.1,PG,NA,Den,Uta,14.617,Uta,Den,Shelvin Mack (7817267),3100,4.870967741935484,UTA,DEN,PG,-202,197.0,18,4.37,13.547,14.3235
4377,"Mack, Shelvin",Shelvin Mack,2016-11-20,uta,den,A,20161120-uta-den,21.0,91,105,0,16.3333333333333,1,1,8.3,9.0,7.0,8.3,3pt 4rb 1as 1to 1-8fg 1-2ft,0,0,3700,0, 3300,-100, 8350,0,10,0,1,1,1,1,NA,Jazz,away,Nuggets,3.5,197.0,14.58,PG,NA,Uta,Den,15.018,Uta,Den,Shelvin Mack (7802371),3300,4.418181818181819,UTA,@DEN,PG,152,197.0,22,5.15,16.995,15.787500000000001
4377,"Mack, Shelvin",Shelvin Mack,2016-11-17,uta,chi,H,20161117-chi-uta,22.5,77,85,0,13.1166666666667,1,1,1.5,2.5,2.0,1.5,2pt 1as 2to 1-3fg,0,0,4000,100, 3900,100, 8350,0,10,-1,1,1,1,1,NA,Jazz,home,Bulls,-3.0,192.0,15.94,PG,NA,Chi,Uta,16.125,Uta,Chi,Shelvin Mack (7782905),3900,4.087179487179487,UTA,CHI,PG,-171,193.0,27,4.94,19.266,17.602999999999998
4377,"Mack, Shelvin",Shelvin Mack,2016-11-14,uta,mem,H,20161114-mem-uta,21.0,96,102,0,27.5166666666667,1,1,25.6,27.25,27.5,26.6,17pt 3rb 4as 1to 2trey 7-9fg 1-2ft,0,0,3900,0, 3800,-300, 8350,0,11,0,1,1,1,1,NA,Jazz,home,Grizzlies,-6.0,190.5,14.27,PG,NA,Uta,SA,12.083,Uta,SA,Shelvin Mack (7692813),3000,4.756666666666667,UTA,SAS,PG,516,186.0,17,3.63,10.89,12.58
4507,"Bazemore, Kent",Kent Bazemore,2016-12-02,atl,det,H,20161202-det-atl,20.0,85,121,1,18.1333333333333,1,1,12.9,13.5,12.0,13.4,7pt 2rb 1as 1st 1trey 3-11fg,0,0,5200,300, 5300,200, 9100,-1250,20,0,3,23,23,3,NA,Hawks,home,Pistons,-1.5,199.0,24.79,SG,NA,Det,Atl,24.434,Atl,Det,Kent Bazemore (7880412),5300,4.6773584905660375,ATL,DET,SG,-140,198.0,31,4.06,21.517999999999997,23.153999999999996
4507,"Bazemore, Kent",Kent Bazemore,2016-12-02,atl,det,H,20161202-det-atl,20.0,85,121,1,18.1333333333333,1,1,12.9,13.5,12.0,13.4,7pt 2rb 1as 1st 1trey 3-11fg,0,0,5200,300, 5300,200, 9100,-1250,20,0,3,23,23,3,NA,Hawks,home,Pistons,-1.5,199.0,24.79,SF,NA,Det,Atl,24.434,Atl,Det,Kent Bazemore (7880412),5300,4.6773584905660375,ATL,DET,SG,-140,198.0,31,4.06,21.517999999999997,23.153999999999996
